loc_x,loc_y,loc_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,t,t_total,tick
-1131.296631,551.479065,228.389145,440.16925,407.735962,0.0,23.626057,-25.422781,0.0,0.102013,1.387691,14
-1080.764526,597.996826,228.389145,442.0065,405.749786,0.0,16.050388,-17.351418,0.0,0.114468,1.502159,15
-1038.411133,636.819763,228.389145,442.425446,405.28653,0.0,4.374935,-4.837669,0.0,0.09576,1.597919,16
-996.649719,675.057861,228.389145,442.56076,405.141602,0.0,1.433849,-1.535713,0.0,0.094372,1.692291,17
-954.644348,713.505676,228.389145,442.605011,405.0914,0.0,0.466257,-0.52896,0.0,0.094906,1.787197,18
-905.248535,758.712769,228.389145,442.618469,405.077332,0.0,0.120591,-0.12606,0.0,0.111603,1.8988,19
-861.960205,798.329102,228.389145,442.622131,405.075897,0.0,0.037446,-0.014666,0.0,0.097797,1.996597,20
-821.498047,835.358521,228.389145,442.623138,405.070679,0.0,0.011017,-0.057086,0.0,0.091415,2.088013,21
-777.41748,875.699341,228.389145,442.623138,405.071838,0.0,0.0,0.011644,0.0,0.09959,2.187603,22
-728.466858,920.496765,228.389145,442.627441,405.069427,0.0,0.038909,-0.0218,0.0,0.110592,2.298195,23
-684.384399,960.83905,228.389145,442.624512,405.071503,0.0,-0.029417,0.020837,0.0,0.09959,2.397785,24
-644.600342,997.247803,228.389145,442.623444,405.071075,0.0,-0.011884,-0.004754,0.0,0.089878,2.487663,25
-600.757141,1037.523682,228.389145,441.176666,406.649536,0.0,-14.580908,15.908039,0.0,0.099224,2.586887,26
